id,regnum,website,IsValid,facebooklink,linkedinlink,twitterlink,youtubelink
299,107693533RR0001,WWW.METOCHOS.CA,Valid,http://www.facebook.com/pages/Metochos-Ministries/110419815664014,,,
300,107693913RR0001,WWW.SILVERA.CA,Valid,http://www.facebook.com/SilveraForSeniors,http://www.linkedin.com/company/silvera-for-seniors,,http://www.youtube.com/watch?v=9KT-8gaFhm4
301,107694119RR0001,WWW.TCDSB.ORG,Valid,,,,
302,107694143RR0001,WWW.COMMUNITYLIVINGTORONTO.CA,Valid,http://www.facebook.com/CLToronto,,,
303,107700791RR0001,WWW.HEALTHUNIT.COM,Valid,https://www.facebook.com/middlesex.london.health.unit,,,https://www.youtube.com/mlhealthunit
304,107700957RR0001,WWW.MIDHURSTUNITEDCHURCH.COM,Valid,,,,
305,107701484RR0001,WWW.MIELS.ORG,Valid,,,,
306,107702250RR0001,WWW.MCF-CANADA.CA,Valid,,,,
307,107702334RR0001,WWW.MILLARCOLLEGE.CA,Invalid,,,,
308,107702342RR0001,WWW.MILLARVILLECOMMUNITYCHURCH.ORG,Invalid,,,,
309,107703555RR0001,FACEBOOK - MILTON BLACKSMITH SHOP & MILTON HERITAGE SOCIETY,Invalid,,,,
310,107703662RR0001,WWW.MMFONLINE.ORG,Invalid,,,,
311,107706111RR0001,WWW.MIRRORALLIANCECHURCH.COM,Valid,,,,
312,107706392RR0001,WWW.MCSC.CA,Valid,https://www.facebook.com/MissingChildrenSocietyofCanada,,,https://www.youtube.com/channel/UCXmG31GMpFeHxAa_Wc2wxzA
313,107706418RR0001,WWW.MISSIONALLIANCE.CA,Valid,,,,
314,107706426RR0001,WWW.MISSIONARTSCOUNCIL.CA,Valid,http://www.facebook.com/MissionArtsCentre,,,
315,107706525RR0001,WWW.EMCC.CA,Valid,,,,
316,107706574RR0001,WWW.MISSIONACL.ORG,Valid,https://www.facebook.com/pages/Mission-Association-for-Community-Living/466715833418155,,,
317,107706723RR0001,MISSIONCOMMUNITYSERVICES.COM,Valid,,,,
318,107706855RR0001,WWW.LABONNENOUVELLE.NB.CA,Invalid,,,,
319,107707226RR0001,WWW.MISSISQUOIMUSEUM.CA,Valid,,,,
320,107707440RR0001,WWW.MVC.ON.CA,Valid,https://www.facebook.com/pages/Mississippi-Valley-Conservation-Authority/172684979452318/,,,
321,107716029RR0001,WWW.MOHAWKCOLLEGE.CA,Valid,http://www.facebook.com/mohawkcollege,http://www.linkedin.com/company/20545,,http://www.youtube.com/mohawkcollege
322,107716623RR0001,WWW.MOMIJI.ON.CA,Valid,http://www.facebook.com/pages/Momiji-Health-Care-Society/173821459317723,,,
323,107717076RR0001,WWW.NEWJOURNEY.CA,Valid,,,,
324,107717100RR0001,WWW.MONCTONCOMMUNITYRESIDENCES.COM,Valid,,,,
325,107717191RR0001,WWW.SOUTH-EASTDEAF.NB.CA,Valid,https://www.facebook.com/profile.php?id=1283965053,,,
326,107717357RR0001,WWW.MONCTONWESLEYAN.COM,Valid,https://www.facebook.com/MonctonWesleyan,,,
327,107718140RR0001,WWW.MPEFC.CA,Valid,,,,
328,107718199RR0001,WWW.VANCOUVERMONTESSORIDAYCARE.CA,Valid,,,,
329,107718793RR0001,WWW.MCL-BJM.CA,Valid,,,,http://www.youtube.com/watch?v=4crRRBOIy7o
330,107718868RR0001,WWW.MONTREALCITYMISSION.ORG,Valid,,,,
331,107718983RR0001,WWW.MUHC.CA,Valid,,http://www.linkedin.com/company/mcgill-university-health-centre,,http://www.youtube.com/user/CUSMMUHC
332,107723066RR0001,WWW.BRIGDENFAIR.CA,Invalid,,,,
333,107723306RR0001,WWW.MJCCC.CA,Valid,,,,
334,107723538RR0001,WWW.FHHR.CA,Valid,,,,
335,107724478RR0001,TFHCHURCH.CA,Valid,,,,
336,107724981RR0001,WWW.MCWE.COM,Valid,https://www.facebook.com/officialmorriscerullo,,,http://www.youtube.com/drmorriscerullo
337,107725384RR0001,WWW.MACCPF.CA,Valid,,,,
338,107725475RR0001,WWW.MORSEMUSEUM.NING.COM,Invalid,,,,
339,107725673RR0001,MORWEENA.CA,Valid,,,,
340,107725863RR0001,MOTHERGOOSECOOPERATIVEPRESCHOOL.CA,Valid,,,,
341,107726481RR0001,MOUNTAINVIEWALLIANCE.CA,Valid,,,,
342,107726515RR0001,www.asc-mva.ab.ca,Valid,https://www.facebook.com/#!/pages/Accredited-Supports-to-the-Community/193155850829670?fref=ts,,,
343,107726648RR0001,WWW.ONPLACE.CA,Invalid,,,,
344,107726739RR0001,MTVIEW.CA,Valid,,,,
345,107726820RR0001,WWW.MTA.CA,Valid,https://www.facebook.com/mountallison,,,http://www.youtube.com/user/mountallison
346,107726911RR0001,WWW.MOUNTCALVARY.COM,Valid,,,,
347,107726945RR0001,WWW.MOUNTCALVARY.CA,Valid,,,,
348,107726952RR0001,WWW.MOUNTCARMEL.NET,Valid,,,,
349,107727281RR0001,MOUNTNEWTONCENTRE.ORG,Valid,,,,
350,107727430RR0001,WWW.MPRBC.ORG,Valid,,,,
351,107727570RR0001,WWW.CRSD.AB.CA,Invalid,,,,
352,107727919RR0001,WWW.MZCHURCH.ORG,Valid,,,,
353,107727950RR0001,WWW.MTZIONLUTHERAN.CA,Valid,,,,
354,107727976RR0001,WWW.MOUNTZIONRETREATCENTRE.COM,Valid,,,,
355,107728206RR0001,WWW.MSCCR.COM,Valid,http://www.facebook.com/pages/Cap-Rouge-QC/Mouvement-des-Services-a-la-Communaute-du-Cap-Rouge/135424474082,,,
356,107728271RR0001,WWW.ATTENTIONFRAGILES.ORG,Valid,,,,
357,107745929RR0001,WWW.MULGRAVEPARKBAPTIST.COM,Valid,,,,
358,107746042RR0001,WWW.MCOS.CA,Invalid,,,,
359,107746174RR0001,WWW.MSSOCIETY.CA,Invalid,,,,
360,107746174RR0002,WWW.MSSOCIETY.CA,Invalid,,,,
361,107746174RR0003,WWW.MSSOCIETY.CA/ATLANTIC,Invalid,,,,
362,107746174RR0004,WWW.MSSOCIETY.CA,Invalid,,,,
363,107746174RR0005,WWW.MSSOCIETY.CA,Invalid,,,,
364,107746174RR0006,WWW.MSSOCIETY.CA,Invalid,,,,
365,107746174RR0007,WWW.MSSOCIETY.CA,Invalid,,,,
366,107754897RR0001,WWW.MUPPETSPRESCHOOL.CA,Valid,,,,
367,107755761RR0001,WWW.MURRAYSTREETBAPTIST.ORG,Valid,https://www.facebook.com/murraystreet.baptistchurch?fref=ts,,,
368,107755837RR0001,www.muscle.ca,Valid,https://www.facebook.com/223643392480,,https://www.twitter.com/md_canada,//www.youtube.com/user/musculardystrophycan
369,107755886RR0001,WWW.MUSEEBEAULNE.QC.CA,Valid,http://www.facebook.com/pages/Mus%C3%A9e-Beaulne/163224930454865,,,
370,107755894RR0001,WWW.MACM.ORG,Valid,http://www.facebook.com/macmontreal,,http://www.twitter.com/macmtl,http://www.youtube.com/macmvideos
371,107755928RR0001,HTTP://WWW.MCQ.ORG,Valid,http://www.facebook.com/mcqorg,,,http://www.youtube.com/mcqpromo
372,107756025RR0001,WWW.MUSEEDUFJORD.COM,Valid,https://www.facebook.com/pages/Le-Mus%C3%A9e-du-Fjord/118098813663,http://www.linkedin.com/company/mus-e-du-fjord,,http://www.youtube.com/user/museedufjord
373,107756066RR0001,WWW.MUSEE-TRACADIE.COM,Valid,,,,
374,107756207RR0001,WWW.TEXTILEMUSEUM.CA,Valid,http://www.facebook.com/home.php#!/textilemuseumofcanada,,,http://www.youtube.com/watch?v=StA21scQ56g
375,107756231RR0001,WWW.MUSEUMOFNORTHERNBC.COM,Valid,,,,
376,107756504RR0001,WWW.MBC.ON.CA,Valid,,,,
377,107756553RR0001,WWW.MUSKOKAFAMILYFOCUS.COM,Valid,https://www.facebook.com/pages/Muskoka-Family-Focus-Childrens-Place/233339436690082,,,
378,107756579RR0001,WWW.MUSKOKA.COM/TOURISM/MLM,Valid,,,,
379,107756819RR0001,WWW.MUSTARDSEEDCANADA.ORG,Valid,http://www.facebook.com/mustardseedinternational,,http://www.twitter.com/mustardseedorg,
380,107758054RR0001,WWW.M2W2.COM,Valid,https://www.facebook.com/M2W2Association?ref=hl,http://www.linkedin.com/groups/M2-W2-Association-5100601/about?trk=anet_ug_grppro,,http://www.youtube.com/watch?feature=player_embedded&#038;v=KAdrn--6pIk
381,107758096RR0001,WWW.NAAMAT.COM,Valid,http://www.facebook.com/pages/Naamat/146650302083247?ref=ts&amp;fref=ts,,,http://www.youtube.com/user/NaamatCanada
382,107758815RR0001,WWW.NANAIMOALLIANCE.COM,Valid,https://www.facebook.com/NanaimoAllianceChurch,,,
383,107758823RR0001,WWW.NANAIMOARTSALIVE.COM,Valid,http://www.facebook.com/NanaimoArtsAlive,,,
384,107758831RR0001,WWW.VICRISIS.CA,Valid,http://www.facebook.com/pages/Vancouver-Island-Crisis-Society-Youth/412126468846863,,,
385,107758849RR0001,NANAIMOACL.COM,Valid,http://www.facebook.com/nanaimoacl,,,
386,107758898RR0001,NANAIMOCHRISTIANSCHOOL.CA,Invalid,,,,
387,107758989RR0001,NANAIMOMUSEUM.CA,Valid,https://www.facebook.com/NanaimoMuseum,,,
388,107759011RR0001,WWW.NFLABC.ORG,Valid,http://www.facebook.com/pages/Nanaimo-Family-Life-Association/447668528623973,,,
389,107759862RR0001,BOMBERCOMMANDMUSEUM.CA,Valid,http://www.facebook.com/pages/Bomber-Command-Museum-of-Canada/101722206538665,,http://www.twitter.com/BCMofCanada,http://www.youtube.com/user/bombercommandmuseum
390,107760282RR0001,WWW.CREATED4ME.CA,Valid,,,,
391,107761694RR0014,WWW.SCOUTS.CA,Valid,http://www.facebook.com/scoutscanada,http://www.linkedin.com/company/scouts-canada,,http://www.youtube.com/scoutscanada
392,107761694RR0028,WWW.SCOUTS.CA,Invalid,,,,
393,107761694RR0085,WWW.QC.SCOUTS.CA,Valid,,,,
394,107761694RR0097,WWW.NS.SCOUTS.CA,Valid,,,,
395,107761694RR0186,WWW.SCOUTS.CA,Invalid,,,,
396,107761694RR0194,WWW.SCOUTS.CA,Invalid,,,,
397,107761710RR0001,NCJWC.ORG,Valid,,,,
398,107761744RR0001,WWW.NCJWVANCOUVER.ORG,Valid,http://www.facebook.com/NCJWvancouver,,,
399,107761975RR0001,WWW.NEADS.CA,Valid,,,,
400,107762163RR0001,WWW.MAGAZINE-AWARDS.COM,Valid,https://www.facebook.com/media/set/?set=a.383210348403372.89603.190062084384867&#38;type=3,http://www.linkedin.com/groups/National-Magazine-Awards-Foundation-4002310?trk=myg_ugrp_ovr,,
401,107764557RR0001,WWW.NYOC.ORG,Valid,http://www.facebook.com/pages/National-Youth-Orchestra-of-CanadaOrchestre-national-des-jeunes-du-Canada/47238357168,,,http://www.youtube.com/nyoconjc
402,107764573RR0001,WWW.CSSM.CA,Valid,https://www.facebook.com/pages/One-Hope-Canada/627362373966476,,,
403,107764573RR0002,WWW.BC.CSSM.CA,Valid,,,,
404,107764573RR0003,WWW.CSSM.CALAB,Invalid,,,,
405,107764573RR0005,WWW.FAITHBIBLECAMP.CA,Valid,,,,
406,107764573RR0006,WWW.CSSM.CA/LIVINGSTONE,Invalid,,,,
407,107764573RR0009,WWW.CSSM.CA,Valid,https://www.facebook.com/pages/One-Hope-Canada/627362373966476,,,
408,107764573RR0010,WWW.CSSM.CA,Invalid,,,,
409,107764573RR0020,WWW.ROSSHAVENBIBLECAMP.COM,Valid,,,,
410,107764573RR0021,SILVERSIDES.CA,Valid,,,,
411,107764573RR0025,WWW.CSSM.CA/MIRAMICHI,Invalid,,,,
412,107764573RR0028,www.roseauriver.ca,Valid,http://www.facebook.com/roseauriverbiblecamp,,,
413,107764805RR0001,NCSNWT.COM,Valid,,,,
414,107764888RR0001,WWW.NCSA.CA,Valid,,,,
415,107766131RR0001,WWW.NDG.CA,Valid,,,,
416,107766164RR0001,WWW.NDGSCC.CA,Valid,http://www.facebook.com/pages/NDG-Senior-Citizens-Council/153109618067274,,,
417,107766347RR0001,WWW.VANDERHOOFMUSEUM.CA,Invalid,,,,
418,107766388RR0001,NECHI.COM,Valid,http://www.facebook.com/pages/Nechi-Training-Research-Health-Promotions-Institute/36684391502,,,
419,107766560RR0001,WWW.NEERLANDIACRC.ORG,Valid,,,,
420,107767675RR0001,WWW.NEPEANBAPTIST.CA,Valid,,,,
421,107767733RR0001,NEPEANMUSEUM.CA,Valid,http://www.facebook.com/NepeanMuseum,,,
422,107768087RR0001,WWW.MISSA@PEARSONCOLLEGE.CA,Invalid,,,,
423,107768665RR0001,WWW.NEWBERN.BC.CA,Valid,,,,
424,107768749RR0001,WWW.NBACL.NB.CA,Valid,,,,
425,107769044RR0001,WWW.NB.LUNG.CA,Valid,http://www.facebook.com/pages/Quit-Happens/128432960570218,,,http://www.youtube.com/thenblungassociation
426,107769150RR0001,WWW.NBWI.CA,Valid,,,,
427,107769499RR0001,WWW.RVCCLONDON.CA,Valid,http://www.facebook.com/groups/200683140030764/,,,
428,107769598RR0001,www.breakforthministries.com,Valid,http://www.facebook.com/login.php,,,
429,107769655RR0001,LENDINGTHUNDERBIRDLODGE@SASKTEL.NET,Valid,,,,
430,107770034RR0002,WWW.NEWLABCONF.COM,Valid,,,,http://www.youtube.com/user/unitedchurchofcanada
431,107770067RR0001,WWW.HISTORICTRUST.CA,Valid,http://www.facebook.com/NLHistoricTrust,,,
432,107770422RR0001,WWW.NHCC-BC.COM,Valid,,,,
433,107770638RR0001,NEWLIFEHEARST.CA,Valid,,,,
434,107770703RR0001,NIL,Invalid,,,,
435,107770877RR0001,COCHRANECOMMUNITYCHURCH.COM,Invalid,,,,
436,107770976RR0001,NEWLIFECALGARY.ORG,Valid,https://www.facebook.com/pages/New-Life-Community-Church/132573146780962,,,
437,107771081RR0001,WWW.NEWLIFEMISSION.CA,Valid,https://www.facebook.com/newlifemissionkamloops,,,
438,107771164RR0001,S,Invalid,,,,
439,107771321RR0002,WWW.NEWMAN.EDU,Valid,,http://www.linkedin.com/company/newman-theological-college?trk=company_name,,
440,107771727RR0001,WWW.NOVAVITA.ORG,Valid,,,,
441,107771982RR0001,WWW.NEWTONBROOKUNITEDCHURCH.CA,Valid,http://www.facebook.com/pages/Cummer Avenue-United-Church/414071975275727,,,
442,107772139RR0001,CANADA.NTM.ORG,Valid,http://www.facebook.com/newtribes,,,https://www.youtube.com/embed/PN0PqSG7JL4?rel=0
443,107772154RR0001,NEWVIEWSOCIETY.ORG,Valid,,,,
444,107772337RR0001,WWW.NWEFC.ORG,Invalid,,,,
445,107773046RR0001,WWW.NADAS.ON.CA,Invalid,,,,
446,107773053RR0001,WWW.NAC.ORG,Valid,,,,
447,107773111RR0001,WWW.NCNW.NET,Valid,,,,
448,107773228RR0001,WWW.NIAGARACOMMUNITYCHURCH.ORG,Valid,,,,
449,107773483RR0001,PATHSTONEMENTALHEALTH.CA,Valid,https://www.facebook.com/pages/Pathstone-Mental-Health/165258670258529,,https://www.twitter.com/EllisPathstone,http://www.youtube.com/watch?v=Vi5vSXUDCBs
450,107773780RR0001,WWW.NTEC-NSS.COM,Valid,,,,
451,107774184RR0001,WWW.NICKELDISTRICT.CA,Valid,https://www.facebook.com/nickel.district,,,http://www.youtube.com/user/ConservationSudbury
452,107774523RR0001,WWW.NVEFC.SHAWBIZ.CA,Valid,,,,
453,107774598RR0001,WWW.NVIT.CA,Valid,https://www.facebook.com/pages/NVIT/124687200955954,,,https://www.youtube.com/user/MyNVIT
454,107775298RR0001,WWW.NIPAWIN.ORG,Valid,https://www.facebook.com/NipawinBibleCollege,,http://www.twitter.com/https://twitter.com/jasonelfordNBC,http://www.youtube.com/user/NipawinBibleCollege?feature=watch
455,107775785RR0001,WWW.PCRS.CA,Valid,http://www.facebook.com/home.php?#!/pages/Pacific-Community-Resources-Society/366121901135,,,
456,107775835RR0001,HTTP://WWW.KNET.CA/AGENCIES/FRIENDSHIP.HTML,Invalid,,,,
457,107777880RR0001,WWW.NGH.ON.CA,Valid,http://www.facebook.com/group.php?gid=139055059468985&ref=ts,,,
458,107777997RR0001,WWW.NORFOLKCHURCH.ON.CA,Valid,,,,
459,107778870RR0001,NKPRESCHURCH.SASKTELWEBSITE.NET,Invalid,,,,
460,107779712RR0001,NORTEP-NORPAC.SK.CA,Valid,,,,
461,107779746RR0001,WWW.NAIM.CA,Valid,https://www.facebook.com/naim.ministries,http://www.linkedin.com/company/north-america-indigenous-ministries,,http://www.youtube.com/NAIMonUTube
462,107779746RR0002,WWW.NAIM.CA,Invalid,,,,
463,107779761RR0001,WWW.NABCONFERENCE.ORG,Valid,https://www.facebook.com/NorthAmericanBaptists,,,
464,107780074RR0001,NORTHBAYLITERACYCOUNCIL.CA,Invalid,,,,
465,107780629RR0001,WWW.NCCAREGINA.CA,Valid,http://www.facebook.com/pages/North-Central-Community-Association/167842963232216,,,
466,107780744RR0001,WWW.NORTHDELTAPPP.COM,Invalid,,,,
467,107780785RR0001,NORTHDOUGLASCHURCH.ORG,Valid,,,,
468,107781007RR0001,WWW.NEACHURCH.CA,Valid,,,,
469,107781205RR0001,WWW.NAIT.CA,Valid,,,http://www.twitter.com/NAIT,
470,107781296RR0001,WWW.NCEM.CA,Valid,http://www.facebook.com/pages/Northern-Canada-Evangelical-Mission/129747593747605#!/pages/Northern-Canada-Evangelical-Mission/129747593747605?v=app_4949752878,,,
471,107781742RR0001,NORTHERNLIFEMUSEUM.COM,Valid,,,,
472,107781882RR0001,WWW.NLSD113.COM,Valid,,,,
473,107781924RR0001,WWW.NNEC.ON.CA,Valid,,,,
474,107782369RR0001,WWW.NFCS.CA,Valid,,,,
475,107782559RR0001,WWW.COMMUNITYLIVINGNORTHGRENVILLE.CA,Valid,https://www.facebook.com/pages/Community-Living-North-Grenville/108901402473129,,,
476,107782575RR0001,WWW.CLNH.ON.CA,Valid,https://www.facebook.com/pages/Community-Living-North-Halton/236992383092473,,,
477,107782609RR0001,WWW.LITERACYNH.ORG,Valid,,,,
478,107782765RR0001,WWW.NIC.BC.CA,Valid,,,,
479,107782906RR0001,KCHC.CA,Valid,http://www.facebook.com/KingstonCHC,,,
480,107782989RR0001,NORTHLANDBIBLECHAPELMINISTRIES.COM,Valid,,,,
481,107783110RR0001,WWW.NORTHLAND61.AB.CA,Valid,https://www.facebook.com/NorthlandSchoolDivisionNo61?ref=hl,,,
482,107783151RR0001,WWW.NORTHLEAUNITED.CA,Valid,https://www.facebook.com/pages/Northlea-United-Church/169913119720571,,,
483,107783169RR0001,WWW.NORTHLEAUNITEDCHURCH.COM,Valid,,,,
484,107783227RR0001,NORTHMINSTERUNITED.COM,Valid,,,,
485,107783284RR0001,WWW.NORTHMINSTER.CA,Valid,https://www.facebook.com/groups/12723565463/,,,
486,107783433RR0001,NOCCS.COM,Invalid,,,,
487,107783482RR0001,NONA-CDC.COM,Valid,http://www.facebook.com/NONAChildDevelopmentCentre,,,
488,107783615RR0001,capitalcityvolunteers.org,Valid,,,,
489,107783888RR0001,WWW.NEWCITYCHURCH.CA,Valid,,,,
490,107784076RR0001,WWWNSCONNEXIONS.ORG,Invalid,,,,
491,107784308RR0001,LIVINGSYSTEMS.CA,Valid,,,,
492,107784316RR0001,WWW.NSCSS.NET,Valid,,,,
493,107784399RR0001,WWW.COLLINGWOOD.ORG,Valid,http://www.facebook.com/pages/Collingwood-School/153302904721667?sk=wall,http://www.linkedin.com/groups?home=&amp;gid=3706309&amp;trk=anet_ug_hm,,
494,107784696RR0001,WWW.NORTHSIDECHURCHOFCHRISTINCALGARY.COM,Invalid,,,,
495,107785115RR0001,WWW.NTCS.ON.CA,Valid,http://www.facebook.com/ntcschool,,,
496,107785248RR0001,WWW.NORTHUMBERLANDCHRISTIANSCHOOL.COM,Valid,,,,
497,107785339RR0001,WWW.NORTHUMBERLANDUNITEDWAY.CA,Valid,https://www.facebook.com/pages/Northumberland-United-Way/61851907835,,http://www.twitter.com/nlanduw,http://www.youtube.com/user/NlandUnitedWay
498,107785628RR0001,WWW.VANGUARDCOLLEGE.COM,Valid,,,,
499,107785685RR0001,www.nwmc.ca,Valid,,,,
500,107785800RR0001,WWW.NWHU.ON.CA,Valid,,,,
501,107785859RR0001,WWW.NWOSPORTSHALLOFFAME.COM,Valid,http://www.facebook.com/pages/Thunder-Bay-ON/NWO-Sports-Hall-of-Fame-and-Museum/259816551287?v=wall&amp;ref=nf,,,http://www.youtube.com/user/nwosport
502,107786055RR0001,NWLB.CA,Valid,,,,
503,107786154RR0001,WWW.NWRC.SK.CA,Valid,https://www.facebook.com/NWRCollege,,,
504,107786162RR0001,WWW.SWANRIVERLIBRARY.CA,Valid,http://www.facebook.com/?ref=logo#!/pages/Northwest-Regional-Library/184968444852313,,,
505,107786584RR0001,WWW.ADVENTHEALTH.ORG,Valid,,,,
506,107786683RR0001,WWW.PREGNANCYCARECENTRE.ORG,Valid,,,,
507,107786733RR0001,WWW.NYGH.ON.CA,Valid,https://www.facebook.com/#!/pages/North-York-General-Hospital/276483752369160,,http://www.twitter.com/NYGH_News,http://www.youtube.com/user/NYGHNews
508,107787087RR0001,WWW.NORWESTCOOP.CA,Valid,https://www.facebook.com/pages/NorWest-Co-op-Community-Health/193978229794?fref=ts,,,https://www.youtube.com/user/NorwestCoop
509,107787590RR0001,WWW.NDH.ON.CA,Valid,,,,
510,107787780RR0001,WWW.NVCA.ON.CA,Valid,http://www.facebook.com/pages/Nottawasaga-Valley-Conservation-Authority/503198026408012,,,
511,107788192RR0001,WWW.NSCAD.CA,Valid,,,,
512,107788408RR0001,HTTP://HIGHLANDVILLAGE.MUSEUM.GOV.NS.CA,Valid,,,,
513,107788663RR0001,WWW.LIFESAVING SOCIETY.NS.CA,Invalid,,,,
514,107789133RR0001,WWW.NOVASCOTIASPORTHALLOFFAME.COM,Valid,http://www.facebook.com/pages/Nova-Scotia-Sport-Hall-of-Fame/116064731766960,http://www.linkedin.com/company/nova-scotia-sport-hall-of-fame,,http://www.youtube.com/channel/UCvIoqGnT5eKU722WcrXkvGg
515,107789828RR0001,WWW.NWTABILITY.CA,Valid,https://www.facebook.com/laurie.mclean.31?ref=tn_tnmn#!/pages/MS-Lives-North-of-60/197443376962989,,,
516,107789877RR0001,WWW.NYAD.ORG,Valid,,,,
517,107790255RR0001,WWW.OAKLANDSCHAPEL.ORG,Valid,,,,
518,107790313RR0001,OAKPARK.CA,Invalid,,,,
519,107790446RR0001,WWW.OAKRIDGE.LONDON.ON.CA,Valid,,,,
520,107790552RR0001,WWW.OAKCL.ORG,Valid,,,,
521,107790560RR0001,WWW.BBBSHALTON.CA,Valid,http://www.facebook.com/groups/57283728330/,http://www.linkedin.com/company/big-brothers-big-sisters-of-halton-oakville,/halton/en/home/www.twitter.com/BBBSHalton,
522,107790610RR0001,WWW.OCSONLINE.ORG,Valid,,,,
523,107790628RR0001,WWW.DISTRESSCENTREOAKVILLE.COM,Valid,http://www.facebook.com/pages/Distress-Centre-Oakville/293389194089120,http://www.linkedin.com/company/distress-centre-oakville,,
524,107790693RR0001,WWW.OP-CC.CA,Valid,http://www.facebook.com/pages/Oakville-Parent-Child-Centre/86294446032,,,https://www.youtube.com/user/OPCClearning
525,107792111RR0001,WWW.OFFICECOM.QC.CA,Valid,,,,
526,107792178RR0001,DIOCESE-TROIS-RIVIERES.ORG,Valid,https://www.facebook.com/pages/Maison-Le-Chemin/790125347683375?ref=hl,,,
527,107792814RR0001,OGPAC.NET,Valid,https://www.facebook.com/pages/Ogpac/302739483090379?sk=wall,,,
528,107793267RR0001,OKFALLSUNITED.CA,Valid,,,,
529,107793424RR0001,WWW.COCDA.COM,Valid,http://www.facebook.com/pages/Central-Okanagan-Child-Development-Association/182454725135547?sk=app_211011818917630,,,
530,107793580RR0001,WWW.ENOWKINCENTRE.CA,Valid,,,,
531,107794000RR0001,WWW.OLDEFORGE.CA,Valid,,,,
532,107794141RR0001,OLDSNAZ@AIRENET.COM,Valid,,,,
533,107794158RR0001,WWW.OLDSCOLLEGE.CA,Valid,http://www.facebook.com/olds.college,,http://www.twitter.com/oldscollege,http://www.youtube.com/user/OldsCollegeComm
534,107794323RR0002,WWW.OLDSTPAULS.COM.,Invalid,,,,
535,107794331RR0001,WWW.OLDSUNCOLLEGE.COM/OLDSUNCC,Invalid,,,,
536,107794349RR0001,WWW.OLDSUNITED.CA,Invalid,,,,
537,107794430RR0001,NCOSTAIN2@PEI.SYMPATICO.CA,Invalid,,,,
538,107795031RR0001,WWW.OLIVET.BC.CA,Valid,http://www.facebook.com/pages/Olivet-Baptist-Church/244560678963582,,,
539,107795106RR0001,WWW.OLIVETUNITEDCHURCH.COM,Valid,,,,
540,107796393RR0001,WWW.ONGWANADA.COM,Valid,http://www.facebook.com/ongwanada1,,,
541,107796682RR0001,WWW.OAA.ON.CA,Valid,,,,
542,107796690RR0001,WWW.OAAG.ORG,Valid,http://www.facebook.com/pages/Ontario-Association-of-Art-Galleries/145498858809091?ref=ts&amp;v=wall,,,
543,107796708RR0001,WWW.OACAS.ORG,Valid,,,,http://www.youtube.com/YourChildrensAid
544,107796724RR0001,FAMILYSERVICEONTARIO.ORG,Valid,http://www.facebook.com/pages/Family-Service-Ontario/328478643913963,,,
545,107796732RR0001,WWW.AOHC.ORG,Valid,https://www.facebook.com/AOHC.ACSO,,,
546,107796880RR0001,WWW.TYNDALE.CA,Valid,,,,http://www.youtube.com/user/TyndaleUC
547,107797136RR0001,WWW.OCPSA.COM,Invalid,,,,
548,107797243RR0001,WWW.CCNM.EDU,Valid,http://www.facebook.com/myccnm,,http://www.twitter.com/myccnm,http://www.youtube.com/myccnm
549,107797250RR0001,WWW.OCADU.CA,Valid,,,,
550,107797367RR0001,acbo.on.ca/,Valid,,,,
551,107797383RR0031,WWW.GEOCITIES.COM\TBAYSDA.HTML,Invalid,,,,
552,107797383RR0092,BRONTECHURCH.COM,Invalid,,,,
553,107797722RR0001,www.ofcp.ca,Valid,https://www.facebook.com/media/set/?set=a.10152658888758797.1073741826.89689698796&amp;type=1&amp;l=967adc7900,,,
554,107797904RR0001,OBIA.ON.CA,Valid,,,,
555,107798159RR0001,WWW.ACCESSOLA.COM,Invalid,,,,
556,107798167RR0001,WWW.SOLS.ORG,Valid,,,,
557,107798217RR0001,WWW.OLSN.CA,Invalid,,,,
558,107798522RR0001,WWW.MUSEUMSONTARIO.COM,Valid,http://www.facebook.com/share.php?u=www.museumsontario.com/en/?facebook=true,,http://www.twitter.com/museumsontario,http://www.youtube.com/watch?v=xMzJP098wGA&feature=share&list=UU6L44QYSPQC3gqdfR0iIRLw
559,107801169RR0001,WWW.HCRY.ORG,Valid,,,,
560,107801359RR0001,WWW.OPALFAMILYSERVICES.CA,Valid,http://www.facebook.com/pages/OPAL-Family-Services-OPAL-III-Respite-Services/210077299070240?skip_nax_wizard=true,,,
561,107801458RR0001,WWW.OACCANADA.ORG,Valid,,,,
562,107801474RR0001,OPENARMSMISSONWELLAND.COM,Invalid,,,,
563,107801508RR0001,WWW.OPENBIBLE.CA,Invalid,,,,
564,107801755RR0001,WWW.OM.ORG,Valid,http://www.facebook.com/operationmobilisation,,,
565,107801771RR0001,WWW.FIRSTCENTURYFOUNDATIONS.COM,Valid,http://www.facebook.com/joeamaralpublic,,,http://www.youtube.com/firstcenturyjoe
566,107802753RR0001,WWW.SAINT-JOSEPH.ORG,Valid,https://www.facebook.com/osaintjoseph,,http://www.twitter.com/osjmr,http://www.youtube.com/channel/UClx9rJUB8Mb-Dsd4P0_TgWA?feature=plcp
567,107802845RR0001,WWW.OPNSKIDS.WEBS.COM,Valid,,,,
568,107803314RR0001,WWW.OPDSRM.COM,Valid,,,,
